investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,transaction_id
INV001079,2024-02-08,120842,REDEMPTION,237069,West Bengal,Kolkata,T30,26-35,Male,10.1,Net Banking,Verified,TX_002490
INV003134,2024-02-08,125497,LUMPSUM,174678,Telangana,Hyderabad,T30,36-45,Female,41.3,Net Banking,Verified,TX_002491
INV001956,2024-02-09,100016,SIP,3348,Rajasthan,Jaipur,T30,26-35,Male,22.1,UPI,Verified,TX_002492
INV004682,2024-02-09,148569,SIP,3275,Telangana,Hyderabad,T30,26-35,Female,8.7,UPI,Verified,TX_002493
INV000784,2024-02-09,148568,SIP,1886,Tamil Nadu,Chennai,T30,36-45,Male,19.6,UPI,Verified,TX_002494
INV003844,2024-02-09,120505,LUMPSUM,186986,Maharashtra,Nashik,B30,26-35,Female,15.9,UPI,Verified,TX_002495
INV004527,2024-02-09,148569,REDEMPTION,8155,West Bengal,Kolkata,T30,36-45,Male,39.6,Cheque,Verified,TX_002496
INV003896,2024-02-09,149324,REDEMPTION,321990,Haryana,Faridabad,B30,56+,Female,14.3,Mandate,Verified,TX_002497
INV004101,2024-02-09,118635,SIP,536,Telangana,Hyderabad,T30,46-55,Male,44.6,UPI,Pending,TX_002498
INV002666,2024-02-09,125497,REDEMPTION,349989,Madhya Pradesh,Bhopal,B30,46-55,Female,93.7,Cheque,Verified,TX_002499
INV003561,2024-02-09,148569,LUMPSUM,156509,West Bengal,Kolkata,T30,26-35,Male,22.0,UPI,Verified,TX_002500
INV002578,2024-02-09,119552,SIP,3240,Telangana,Hyderabad,T30,26-35,Male,20.9,Mandate,Verified,TX_002501
INV001315,2024-02-09,119092,SIP,5371,Telangana,Hyderabad,T30,46-55,Female,32.9,UPI,Verified,TX_002502
INV000989,2024-02-09,119095,LUMPSUM,151418,Gujarat,Surat,T30,36-45,Male,16.1,Mandate,Verified,TX_002503
INV003090,2024-02-09,148567,REDEMPTION,153727,Karnataka,Bangalore,T30,26-35,Male,16.9,Net Banking,Verified,TX_002504
INV003580,2024-02-09,148569,SIP,2094,Gujarat,Ahmedabad,T30,26-35,Male,22.5,UPI,Verified,TX_002505
INV004643,2024-02-09,148567,SIP,45144,Delhi,Noida,T30,26-35,Female,12.4,Mandate,Verified,TX_002506
INV003011,2024-02-09,118635,SIP,2340,Gujarat,Ahmedabad,T30,18-25,Male,4.4,Cheque,Verified,TX_002507
INV000844,2024-02-09,118636,SIP,2323,Gujarat,Surat,T30,26-35,Male,6.5,Mandate,Verified,TX_002508
INV000460,2024-02-09,118636,LUMPSUM,422591,Delhi,Noida,T30,36-45,Male,47.1,Net Banking,Verified,TX_002509
INV003058,2024-02-09,100033,LUMPSUM,133071,Karnataka,Mysore,B30,36-45,Male,46.2,UPI,Verified,TX_002510
INV004922,2024-02-09,101207,SIP,1168,Haryana,Gurugram,T30,56+,Male,28.2,Mandate,Verified,TX_002511
INV000873,2024-02-09,102887,SIP,26338,Uttar Pradesh,Lucknow,T30,26-35,Male,8.9,Cheque,Verified,TX_002512
INV004907,2024-02-09,148567,LUMPSUM,327568,Gujarat,Ahmedabad,T30,26-35,Male,20.7,Cheque,Verified,TX_002513
INV001948,2024-02-09,125497,SIP,17330,Tamil Nadu,Coimbatore,B30,18-25,Female,4.2,Net Banking,Verified,TX_002514
INV003398,2024-02-09,148568,LUMPSUM,147259,Karnataka,Bangalore,T30,36-45,Male,42.0,Mandate,Verified,TX_002515
INV002660,2024-02-09,118635,SIP,4653,Uttar Pradesh,Lucknow,T30,36-45,Male,28.2,Cheque,Verified,TX_002516
INV003388,2024-02-09,119551,SIP,20337,Haryana,Faridabad,B30,56+,Female,39.3,Mandate,Verified,TX_002517
INV002050,2024-02-09,148567,SIP,1146,Tamil Nadu,Chennai,T30,18-25,Female,7.2,Mandate,Verified,TX_002518
INV001718,2024-02-09,120504,SIP,7247,Gujarat,Ahmedabad,T30,26-35,Male,11.3,Cheque,Verified,TX_002519
INV001557,2024-02-09,148568,SIP,2013,Haryana,Gurugram,T30,26-35,Female,10.5,UPI,Pending,TX_002520
INV004261,2024-02-09,100016,SIP,1073,West Bengal,Kolkata,T30,56+,Male,49.8,UPI,Verified,TX_002521
INV001546,2024-02-09,102886,LUMPSUM,190676,Punjab,Chandigarh,T30,26-35,Female,9.5,UPI,Verified,TX_002522
INV001878,2024-02-09,101206,LUMPSUM,95295,West Bengal,Kolkata,T30,26-35,Male,7.8,Cheque,Verified,TX_002523
INV003759,2024-02-09,120843,REDEMPTION,242761,Haryana,Gurugram,T30,26-35,Male,6.1,Net Banking,Pending,TX_002524
INV000968,2024-02-09,101207,REDEMPTION,468551,Tamil Nadu,Chennai,T30,36-45,Female,37.1,UPI,Verified,TX_002525
INV003913,2024-02-09,148568,SIP,2727,Telangana,Hyderabad,T30,36-45,Male,51.7,Cheque,Verified,TX_002526
INV001945,2024-02-09,118636,LUMPSUM,77284,Gujarat,Ahmedabad,T30,26-35,Male,8.0,Net Banking,Verified,TX_002527
INV004697,2024-02-09,101206,LUMPSUM,98770,Uttar Pradesh,Lucknow,T30,18-25,Female,5.7,Net Banking,Verified,TX_002528
INV000492,2024-02-09,120842,SIP,4219,Telangana,Hyderabad,T30,36-45,Male,12.4,Net Banking,Verified,TX_002529
INV000494,2024-02-09,120507,LUMPSUM,330989,Punjab,Amritsar,B30,56+,Male,30.4,Mandate,Verified,TX_002530
INV000304,2024-02-09,125498,SIP,21961,West Bengal,Kolkata,T30,36-45,Male,25.6,Mandate,Verified,TX_002531
INV001558,2024-02-09,120503,REDEMPTION,277830,West Bengal,Kolkata,T30,56+,Female,23.8,UPI,Verified,TX_002532
INV004181,2024-02-09,118636,REDEMPTION,335973,Uttar Pradesh,Lucknow,T30,26-35,Female,17.8,Mandate,Verified,TX_002533
INV004570,2024-02-09,120503,LUMPSUM,20120,Uttar Pradesh,Kanpur,B30,56+,Male,20.7,Mandate,Verified,TX_002534
INV000652,2024-02-09,120503,SIP,14859,Delhi,Gurugram,T30,26-35,Male,8.0,Mandate,Verified,TX_002535
INV003811,2024-02-09,120843,SIP,5663,Gujarat,Surat,T30,46-55,Female,83.6,Mandate,Verified,TX_002536
INV004919,2024-02-09,118633,LUMPSUM,361588,Telangana,Hyderabad,T30,26-35,Male,6.6,Net Banking,Verified,TX_002537
INV002929,2024-02-09,119552,REDEMPTION,173366,West Bengal,Kolkata,T30,26-35,Male,13.0,Cheque,Verified,TX_002538
INV001387,2024-02-09,125497,SIP,57449,Tamil Nadu,Chennai,T30,36-45,Male,37.4,Net Banking,Verified,TX_002539
INV001168,2024-02-09,120503,SIP,2367,West Bengal,Kolkata,T30,46-55,Male,50.9,Cheque,Verified,TX_002540
INV001638,2024-02-09,120506,SIP,2037,West Bengal,Kolkata,T30,36-45,Female,15.8,Cheque,Verified,TX_002541
INV003271,2024-02-09,125497,SIP,1147,West Bengal,Kolkata,T30,18-25,Male,4.8,Cheque,Verified,TX_002542
INV003621,2024-02-09,101207,LUMPSUM,243743,West Bengal,Kolkata,T30,26-35,Male,18.2,Mandate,Verified,TX_002543
INV000280,2024-02-09,120507,SIP,3469,Punjab,Amritsar,B30,26-35,Female,22.9,Net Banking,Verified,TX_002544
INV002653,2024-02-09,119095,SIP,513,Gujarat,Ahmedabad,T30,26-35,Male,7.5,UPI,Verified,TX_002545
INV004622,2024-02-09,120841,SIP,12580,Delhi,New Delhi,T30,36-45,Male,48.8,Cheque,Verified,TX_002546
INV000231,2024-02-10,120506,SIP,810,Rajasthan,Udaipur,B30,26-35,Female,22.9,Net Banking,Verified,TX_002547
INV004491,2024-02-10,100033,REDEMPTION,517527,Punjab,Chandigarh,T30,46-55,Male,83.6,UPI,Verified,TX_002548
INV003492,2024-02-10,118636,SIP,2609,Gujarat,Ahmedabad,T30,36-45,Male,35.2,Cheque,Pending,TX_002549
INV001151,2024-02-10,119092,SIP,2119,Uttar Pradesh,Agra,B30,26-35,Male,11.2,Net Banking,Verified,TX_002550
INV003342,2024-02-10,119095,LUMPSUM,403886,Tamil Nadu,Chennai,T30,56+,Male,32.8,Net Banking,Verified,TX_002551
INV004631,2024-02-10,119094,SIP,1066,Tamil Nadu,Chennai,T30,36-45,Female,20.2,Mandate,Verified,TX_002552
INV004343,2024-02-10,101208,LUMPSUM,49098,Madhya Pradesh,Bhopal,B30,18-25,Male,7.9,Cheque,Verified,TX_002553
INV003041,2024-02-10,120844,SIP,3324,Madhya Pradesh,Bhopal,B30,36-45,Male,32.0,Mandate,Verified,TX_002554
INV003102,2024-02-10,149324,REDEMPTION,429666,Maharashtra,Pune,T30,18-25,Male,4.3,UPI,Verified,TX_002555
INV004794,2024-02-10,120507,REDEMPTION,444025,Rajasthan,Udaipur,B30,36-45,Female,46.0,Cheque,Verified,TX_002556
INV003117,2024-02-10,118635,SIP,4250,Tamil Nadu,Chennai,T30,18-25,Female,6.7,Cheque,Verified,TX_002557
INV002374,2024-02-10,102886,LUMPSUM,289422,Uttar Pradesh,Kanpur,B30,26-35,Female,8.6,Net Banking,Verified,TX_002558
INV003614,2024-02-10,101206,SIP,1829,Maharashtra,Mumbai,T30,26-35,Male,13.3,Net Banking,Verified,TX_002559
INV004364,2024-02-10,100033,SIP,2588,West Bengal,Kolkata,T30,36-45,Male,30.6,Net Banking,Verified,TX_002560
INV001942,2024-02-10,119599,REDEMPTION,460832,Tamil Nadu,Coimbatore,B30,26-35,Female,20.3,Mandate,Verified,TX_002561
INV001345,2024-02-10,119093,REDEMPTION,373597,Tamil Nadu,Coimbatore,B30,26-35,Male,17.3,Net Banking,Verified,TX_002562
INV000864,2024-02-10,119598,SIP,4232,Tamil Nadu,Chennai,T30,26-35,Female,24.9,Cheque,Verified,TX_002563
INV002671,2024-02-10,119095,SIP,48193,Madhya Pradesh,Indore,T30,18-25,Male,6.3,Cheque,Verified,TX_002564
INV000343,2024-02-10,102886,REDEMPTION,390881,Punjab,Chandigarh,T30,36-45,Male,28.5,Cheque,Pending,TX_002565
INV000084,2024-02-10,119092,SIP,1800,West Bengal,Kolkata,T30,26-35,Male,11.2,Cheque,Verified,TX_002566
INV000225,2024-02-10,119599,SIP,8484,Delhi,New Delhi,T30,56+,Male,44.0,Mandate,Verified,TX_002567
INV000392,2024-02-10,102886,SIP,11778,Gujarat,Surat,T30,26-35,Female,16.6,Net Banking,Verified,TX_002568
INV001223,2024-02-10,101206,SIP,1693,Punjab,Amritsar,B30,56+,Male,46.0,Cheque,Verified,TX_002569
INV003464,2024-02-10,125498,SIP,498,Uttar Pradesh,Kanpur,B30,18-25,Male,3.0,Mandate,Verified,TX_002570
INV001481,2024-02-10,119599,SIP,2869,Telangana,Hyderabad,T30,26-35,Male,23.4,UPI,Verified,TX_002571
INV002178,2024-02-10,119093,SIP,2011,Gujarat,Ahmedabad,T30,36-45,Female,33.8,UPI,Verified,TX_002572
INV003823,2024-02-10,149323,REDEMPTION,361061,Madhya Pradesh,Indore,T30,26-35,Male,10.5,UPI,Verified,TX_002573
INV003344,2024-02-10,120506,SIP,5512,Haryana,Gurugram,T30,36-45,Female,52.5,UPI,Verified,TX_002574
INV002465,2024-02-10,125497,LUMPSUM,266412,Rajasthan,Jaipur,T30,26-35,Female,7.0,Mandate,Verified,TX_002575
INV002179,2024-02-10,119092,SIP,9741,Haryana,Gurugram,T30,26-35,Female,12.0,Mandate,Verified,TX_002576
INV001607,2024-02-10,100016,SIP,2145,Punjab,Amritsar,B30,26-35,Male,14.8,UPI,Verified,TX_002577
INV004051,2024-02-10,118635,LUMPSUM,448890,Rajasthan,Udaipur,B30,36-45,Female,28.8,Cheque,Verified,TX_002578
INV002446,2024-02-10,120503,SIP,48349,Tamil Nadu,Coimbatore,B30,26-35,Male,12.9,Net Banking,Verified,TX_002579
INV000091,2024-02-10,118632,SIP,8951,Haryana,Gurugram,T30,26-35,Male,14.6,Cheque,Verified,TX_002580
INV004110,2024-02-10,102885,REDEMPTION,111632,West Bengal,Kolkata,T30,18-25,Male,5.5,Net Banking,Verified,TX_002581
INV003938,2024-02-10,119599,SIP,2428,Delhi,Gurugram,T30,36-45,Female,15.3,Net Banking,Verified,TX_002582
INV001895,2024-02-10,100033,REDEMPTION,309272,Gujarat,Ahmedabad,T30,36-45,Male,56.4,Cheque,Verified,TX_002583
INV001341,2024-02-10,118635,LUMPSUM,185364,Madhya Pradesh,Indore,T30,46-55,Male,89.7,Mandate,Verified,TX_002584
INV004336,2024-02-10,125497,SIP,5181,West Bengal,Kolkata,T30,46-55,Female,35.0,UPI,Verified,TX_002585
INV001336,2024-02-10,118632,SIP,25876,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Cheque,Verified,TX_002586
INV004656,2024-02-10,120841,REDEMPTION,80450,Haryana,Gurugram,T30,18-25,Male,4.7,Mandate,Verified,TX_002587
INV003505,2024-02-10,120844,LUMPSUM,85265,West Bengal,Kolkata,T30,56+,Female,53.5,UPI,Verified,TX_002588
INV004335,2024-02-10,148569,SIP,29873,Gujarat,Ahmedabad,T30,26-35,Female,6.6,Cheque,Verified,TX_002589
INV000280,2024-02-10,149324,REDEMPTION,105293,Punjab,Amritsar,B30,26-35,Female,22.9,Cheque,Pending,TX_002590
INV002363,2024-02-10,149322,REDEMPTION,190403,Punjab,Chandigarh,T30,26-35,Male,12.7,Mandate,Verified,TX_002591
INV002351,2024-02-10,120841,REDEMPTION,103247,Gujarat,Ahmedabad,T30,36-45,Male,18.9,Net Banking,Verified,TX_002592
INV003892,2024-02-10,120842,SIP,20237,Punjab,Amritsar,B30,46-55,Male,24.4,Mandate,Verified,TX_002593
INV001550,2024-02-10,119552,REDEMPTION,226758,Punjab,Chandigarh,T30,18-25,Male,4.1,UPI,Verified,TX_002594
INV004007,2024-02-10,120503,SIP,1187,Delhi,New Delhi,T30,18-25,Female,4.5,Mandate,Verified,TX_002595
INV002783,2024-02-10,102885,LUMPSUM,481609,West Bengal,Kolkata,T30,26-35,Male,7.0,Net Banking,Verified,TX_002596
INV000429,2024-02-10,119093,LUMPSUM,478857,Gujarat,Surat,T30,36-45,Female,41.7,Net Banking,Verified,TX_002597
INV002584,2024-02-10,148569,REDEMPTION,449133,Tamil Nadu,Chennai,T30,36-45,Female,40.0,UPI,Pending,TX_002598
INV003374,2024-02-10,100033,REDEMPTION,368247,Karnataka,Mysore,B30,26-35,Male,15.8,Net Banking,Verified,TX_002599
INV000958,2024-02-10,101208,SIP,58538,Delhi,Gurugram,T30,56+,Male,74.6,Net Banking,Verified,TX_002600
INV000266,2024-02-10,100016,LUMPSUM,353928,Madhya Pradesh,Indore,T30,56+,Male,67.6,Mandate,Verified,TX_002601
INV001009,2024-02-10,118633,REDEMPTION,457777,Punjab,Chandigarh,T30,26-35,Male,21.2,Cheque,Verified,TX_002602
INV001621,2024-02-10,119598,SIP,13567,Karnataka,Bangalore,T30,26-35,Female,10.0,UPI,Verified,TX_002603
INV004832,2024-02-10,120842,SIP,45352,Uttar Pradesh,Kanpur,B30,18-25,Male,3.8,UPI,Verified,TX_002604
INV004726,2024-02-10,119092,LUMPSUM,418527,Karnataka,Bangalore,T30,26-35,Male,16.6,Cheque,Verified,TX_002605
INV000771,2024-02-10,101206,SIP,1186,Rajasthan,Udaipur,B30,26-35,Male,10.9,Cheque,Verified,TX_002606
INV000184,2024-02-10,101207,SIP,6111,Gujarat,Ahmedabad,T30,36-45,Male,53.1,Mandate,Verified,TX_002607
INV002295,2024-02-10,149324,SIP,2052,Telangana,Hyderabad,T30,26-35,Female,17.9,Cheque,Verified,TX_002608
INV002026,2024-02-10,119094,REDEMPTION,28001,Telangana,Hyderabad,T30,26-35,Male,6.8,UPI,Verified,TX_002609
INV003134,2024-02-10,148568,SIP,2052,Telangana,Hyderabad,T30,36-45,Female,41.3,UPI,Verified,TX_002610
INV002602,2024-02-10,120507,SIP,9606,Gujarat,Surat,T30,56+,Female,45.7,Net Banking,Verified,TX_002611
INV003536,2024-02-10,102887,LUMPSUM,395506,Maharashtra,Nashik,B30,36-45,Male,36.9,UPI,Verified,TX_002612
INV002735,2024-02-10,101206,LUMPSUM,282938,Tamil Nadu,Coimbatore,B30,18-25,Female,7.6,Mandate,Verified,TX_002613
INV000303,2024-02-10,125498,SIP,8906,West Bengal,Kolkata,T30,18-25,Female,5.0,Mandate,Verified,TX_002614
INV000648,2024-02-10,119095,SIP,11538,Uttar Pradesh,Kanpur,B30,18-25,Female,5.8,Mandate,Verified,TX_002615
INV002239,2024-02-10,102887,LUMPSUM,263495,Gujarat,Surat,T30,26-35,Male,8.9,Cheque,Verified,TX_002616
INV003484,2024-02-10,119552,SIP,40136,Madhya Pradesh,Bhopal,B30,26-35,Female,7.1,Cheque,Verified,TX_002617
INV002899,2024-02-11,120503,SIP,2170,Punjab,Amritsar,B30,18-25,Male,7.6,Net Banking,Verified,TX_002618
INV001814,2024-02-11,118632,SIP,7267,West Bengal,Kolkata,T30,26-35,Female,6.9,Mandate,Verified,TX_002619
INV002699,2024-02-11,120843,REDEMPTION,16830,Gujarat,Surat,T30,18-25,Female,6.1,Net Banking,Verified,TX_002620
INV000888,2024-02-11,119095,SIP,4046,Gujarat,Ahmedabad,T30,26-35,Male,21.9,Mandate,Verified,TX_002621
INV001680,2024-02-11,120844,SIP,6204,Madhya Pradesh,Indore,T30,26-35,Male,22.8,UPI,Verified,TX_002622
INV000283,2024-02-11,118636,SIP,8256,West Bengal,Kolkata,T30,46-55,Male,18.1,Mandate,Verified,TX_002623
INV002936,2024-02-11,120841,SIP,10548,Tamil Nadu,Chennai,T30,26-35,Male,17.4,Net Banking,Verified,TX_002624
INV004776,2024-02-11,148568,SIP,8603,Punjab,Chandigarh,T30,36-45,Male,22.9,Cheque,Verified,TX_002625
INV002260,2024-02-11,125497,LUMPSUM,153683,Telangana,Hyderabad,T30,26-35,Female,10.1,Mandate,Verified,TX_002626
INV004483,2024-02-11,120504,SIP,11681,Tamil Nadu,Chennai,T30,46-55,Female,72.3,Cheque,Verified,TX_002627
INV002312,2024-02-11,118632,SIP,416,Delhi,Noida,T30,18-25,Female,5.5,Cheque,Verified,TX_002628
INV003731,2024-02-11,119095,SIP,10490,Tamil Nadu,Coimbatore,B30,26-35,Female,9.9,Mandate,Verified,TX_002629
INV001612,2024-02-11,119120,LUMPSUM,17271,Haryana,Gurugram,T30,26-35,Female,12.0,Mandate,Verified,TX_002630
INV002032,2024-02-11,149324,LUMPSUM,156198,Haryana,Gurugram,T30,26-35,Male,14.2,UPI,Verified,TX_002631
INV000881,2024-02-11,118633,SIP,823,Uttar Pradesh,Agra,B30,26-35,Male,17.1,Mandate,Verified,TX_002632
INV001140,2024-02-11,119094,REDEMPTION,525353,Uttar Pradesh,Lucknow,T30,36-45,Female,18.8,Cheque,Verified,TX_002633
INV002885,2024-02-11,118634,SIP,4159,Delhi,Gurugram,T30,26-35,Male,23.4,UPI,Verified,TX_002634
INV004695,2024-02-11,118633,SIP,5018,Gujarat,Ahmedabad,T30,26-35,Female,14.3,UPI,Verified,TX_002635
INV000192,2024-02-11,118635,SIP,2418,Haryana,Faridabad,B30,26-35,Male,24.4,Net Banking,Verified,TX_002636
INV000367,2024-02-11,120505,SIP,889,Haryana,Gurugram,T30,36-45,Male,38.5,UPI,Verified,TX_002637
INV000602,2024-02-11,119093,SIP,22143,West Bengal,Kolkata,T30,18-25,Male,8.0,Cheque,Verified,TX_002638
INV004476,2024-02-11,119093,LUMPSUM,43796,Gujarat,Surat,T30,26-35,Male,9.3,Mandate,Verified,TX_002639
INV002904,2024-02-11,119599,LUMPSUM,167862,West Bengal,Kolkata,T30,36-45,Male,52.2,Mandate,Verified,TX_002640
INV003819,2024-02-11,149324,SIP,9116,Haryana,Gurugram,T30,26-35,Male,19.0,Net Banking,Verified,TX_002641
INV001275,2024-02-11,148567,SIP,11867,Delhi,Noida,T30,36-45,Female,37.4,Cheque,Verified,TX_002642
INV004666,2024-02-11,120503,SIP,3043,Rajasthan,Jaipur,T30,26-35,Male,24.1,Mandate,Verified,TX_002643
INV002740,2024-02-11,102885,SIP,3353,Maharashtra,Mumbai,T30,26-35,Female,24.5,Net Banking,Verified,TX_002644
INV004067,2024-02-11,148567,SIP,1624,Delhi,Gurugram,T30,26-35,Male,8.5,Mandate,Verified,TX_002645
INV001198,2024-02-11,125498,SIP,2237,Maharashtra,Mumbai,T30,26-35,Female,20.4,Cheque,Verified,TX_002646
INV000843,2024-02-11,101206,LUMPSUM,258101,Maharashtra,Mumbai,T30,26-35,Male,10.2,Cheque,Verified,TX_002647
INV002684,2024-02-11,101206,SIP,17621,Delhi,New Delhi,T30,36-45,Female,56.2,Net Banking,Verified,TX_002648
INV002847,2024-02-11,118632,SIP,12604,Haryana,Faridabad,B30,26-35,Male,13.4,Net Banking,Verified,TX_002649
INV004611,2024-02-11,149324,SIP,3573,Madhya Pradesh,Bhopal,B30,18-25,Female,6.1,Net Banking,Verified,TX_002650
INV003267,2024-02-11,125498,SIP,2216,Rajasthan,Udaipur,B30,36-45,Male,29.9,Net Banking,Pending,TX_002651
INV004765,2024-02-11,118634,LUMPSUM,304554,Haryana,Gurugram,T30,26-35,Male,10.4,Mandate,Verified,TX_002652
INV001363,2024-02-11,101207,SIP,4681,Karnataka,Mysore,B30,56+,Male,29.4,Cheque,Verified,TX_002653
INV004411,2024-02-11,125497,LUMPSUM,286112,Maharashtra,Mumbai,T30,26-35,Female,13.8,Mandate,Verified,TX_002654
INV004701,2024-02-11,119093,SIP,3563,Haryana,Gurugram,T30,26-35,Male,7.3,Mandate,Verified,TX_002655
INV002463,2024-02-11,149322,REDEMPTION,511077,Punjab,Amritsar,B30,18-25,Male,7.0,UPI,Verified,TX_002656
INV004468,2024-02-11,149322,SIP,44493,Telangana,Hyderabad,T30,46-55,Female,20.8,Net Banking,Verified,TX_002657
INV000113,2024-02-11,102887,SIP,5409,Punjab,Chandigarh,T30,26-35,Female,7.3,UPI,Verified,TX_002658
INV000311,2024-02-11,148567,SIP,559,Punjab,Amritsar,B30,36-45,Male,29.2,Net Banking,Verified,TX_002659
INV001251,2024-02-11,119551,SIP,2647,Punjab,Chandigarh,T30,26-35,Female,11.7,Mandate,Verified,TX_002660
INV003528,2024-02-11,149322,SIP,55917,Madhya Pradesh,Bhopal,B30,18-25,Female,3.6,UPI,Verified,TX_002661
INV001727,2024-02-11,120843,LUMPSUM,439105,Gujarat,Surat,T30,46-55,Female,74.1,Net Banking,Verified,TX_002662
INV001410,2024-02-11,102887,SIP,2613,Maharashtra,Mumbai,T30,46-55,Male,26.5,Mandate,Verified,TX_002663
INV002547,2024-02-11,119093,LUMPSUM,532735,Haryana,Gurugram,T30,26-35,Male,7.3,Mandate,Verified,TX_002664
INV004849,2024-02-11,148569,LUMPSUM,170264,Maharashtra,Pune,T30,46-55,Female,21.9,UPI,Verified,TX_002665
INV002090,2024-02-11,120505,SIP,8654,Maharashtra,Mumbai,T30,26-35,Male,23.7,Net Banking,Verified,TX_002666
INV002883,2024-02-11,118635,LUMPSUM,207729,West Bengal,Kolkata,T30,26-35,Female,12.5,Cheque,Verified,TX_002667
INV000652,2024-02-11,149322,LUMPSUM,382212,Delhi,Gurugram,T30,26-35,Male,8.0,Net Banking,Verified,TX_002668
INV002460,2024-02-11,119095,REDEMPTION,396294,Madhya Pradesh,Bhopal,B30,36-45,Male,44.8,UPI,Verified,TX_002669
INV001762,2024-02-11,102886,SIP,910,Punjab,Amritsar,B30,18-25,Female,7.5,Net Banking,Verified,TX_002670
INV000102,2024-02-11,148568,SIP,2925,Gujarat,Surat,T30,26-35,Male,21.9,Net Banking,Verified,TX_002671
INV002161,2024-02-12,125498,SIP,513,Maharashtra,Nashik,B30,26-35,Male,11.4,UPI,Verified,TX_002672
INV001174,2024-02-12,120503,LUMPSUM,101774,Maharashtra,Nashik,B30,36-45,Male,12.7,Net Banking,Verified,TX_002673
INV000529,2024-02-12,120843,LUMPSUM,285338,Maharashtra,Mumbai,T30,18-25,Male,4.7,Net Banking,Verified,TX_002674
INV003567,2024-02-12,148569,REDEMPTION,172352,Tamil Nadu,Chennai,T30,46-55,Male,76.1,Cheque,Verified,TX_002675
INV002126,2024-02-12,149323,SIP,868,Delhi,New Delhi,T30,26-35,Female,22.0,UPI,Verified,TX_002676
INV003078,2024-02-12,148568,SIP,8794,Haryana,Gurugram,T30,36-45,Male,57.5,Mandate,Verified,TX_002677
INV004290,2024-02-12,120843,SIP,28249,Gujarat,Ahmedabad,T30,46-55,Male,41.9,UPI,Pending,TX_002678
INV004617,2024-02-12,118634,SIP,12199,Karnataka,Bangalore,T30,26-35,Male,22.1,UPI,Verified,TX_002679
INV004403,2024-02-12,120504,SIP,6230,West Bengal,Kolkata,T30,26-35,Male,17.6,Mandate,Verified,TX_002680
INV002725,2024-02-12,125497,LUMPSUM,484450,Rajasthan,Udaipur,B30,46-55,Female,49.2,UPI,Verified,TX_002681
INV001933,2024-02-12,120507,SIP,3096,Rajasthan,Udaipur,B30,26-35,Male,16.4,UPI,Verified,TX_002682
INV003078,2024-02-12,101206,SIP,11353,Haryana,Gurugram,T30,36-45,Male,57.5,UPI,Verified,TX_002683
INV004126,2024-02-12,120507,SIP,43495,Delhi,Noida,T30,26-35,Female,14.7,UPI,Pending,TX_002684
INV000671,2024-02-12,125498,SIP,5273,Uttar Pradesh,Agra,B30,36-45,Female,15.3,Mandate,Verified,TX_002685
INV003568,2024-02-12,101208,SIP,17275,Tamil Nadu,Chennai,T30,18-25,Female,5.3,Mandate,Verified,TX_002686
INV001181,2024-02-12,101208,SIP,2937,West Bengal,Kolkata,T30,26-35,Male,21.0,Net Banking,Verified,TX_002687
INV004023,2024-02-12,119599,SIP,41802,Tamil Nadu,Chennai,T30,46-55,Male,69.6,Mandate,Verified,TX_002688
INV000411,2024-02-12,119551,SIP,14898,West Bengal,Kolkata,T30,26-35,Female,11.1,Cheque,Verified,TX_002689
INV003958,2024-02-12,120843,SIP,41255,Haryana,Faridabad,B30,18-25,Male,6.6,Mandate,Verified,TX_002690
INV003190,2024-02-12,101207,SIP,2914,Punjab,Chandigarh,T30,26-35,Female,19.6,Cheque,Verified,TX_002691
INV003829,2024-02-12,119598,SIP,597,Punjab,Amritsar,B30,36-45,Male,55.6,UPI,Verified,TX_002692
INV003521,2024-02-12,120841,LUMPSUM,88780,Rajasthan,Jaipur,T30,46-55,Male,95.4,Cheque,Verified,TX_002693
INV003896,2024-02-12,118632,SIP,968,Haryana,Faridabad,B30,56+,Female,14.3,Net Banking,Verified,TX_002694
INV004099,2024-02-12,119598,LUMPSUM,320253,West Bengal,Kolkata,T30,26-35,Male,22.6,UPI,Verified,TX_002695
INV001706,2024-02-12,148567,LUMPSUM,551842,West Bengal,Kolkata,T30,26-35,Male,14.2,Cheque,Verified,TX_002696
INV004594,2024-02-12,120843,REDEMPTION,367126,Haryana,Gurugram,T30,26-35,Female,9.8,UPI,Verified,TX_002697
INV003494,2024-02-12,118633,SIP,855,Punjab,Chandigarh,T30,26-35,Female,18.6,UPI,Verified,TX_002698
INV003193,2024-02-12,125498,SIP,2157,Rajasthan,Jaipur,T30,36-45,Male,40.4,Net Banking,Verified,TX_002699
INV000962,2024-02-12,119093,SIP,2873,Punjab,Chandigarh,T30,26-35,Male,24.5,Mandate,Verified,TX_002700
INV002765,2024-02-12,120843,SIP,1148,Uttar Pradesh,Lucknow,T30,36-45,Male,57.6,Cheque,Verified,TX_002701
INV000645,2024-02-12,125497,SIP,6202,Karnataka,Bangalore,T30,18-25,Male,3.9,Mandate,Verified,TX_002702
INV003043,2024-02-12,102885,SIP,1852,Karnataka,Bangalore,T30,26-35,Male,21.2,Cheque,Verified,TX_002703
